smiles,logK1,metal_type,n_atoms,n_dative_bonds,donor_elements,n_measurements
[H]C(=O)[O-]->[Hg+2],3.3,Hg,4,1,O,1
[H]C(=O)[O-]->[Ho+3],1.81,Ho,4,1,O,1
[H]C(=O)[O-]->[La+3],1.78,La,4,1,O,1
[H]C(=O)[O-]->[Lu+3],1.66,Lu,4,1,O,1
[H]C(=O)[O-]->[Mg+2],1.09,Mg,4,1,O,1
[H]C(=O)[O-]->[Mn+2],1.41,Mn,4,1,O,1
[H]C(=O)[O-]->[Nd+3],1.82,Nd,4,1,O,1
[H]C(=O)[O-]->[Ni+2],1.3,Ni,4,1,O,1
[H]C(=O)[O-]->[Pb+2],2.24,Pb,4,1,O,1
[H]C(=O)[O-]->[Pd+2],4.28,Pd,4,1,O,1
[H]C(=O)[O-]->[Pr+3],1.81,Pr,4,1,O,1
[H]C(=O)[O-]->[Pu+4],4.86,Pu,4,1,O,1
[H]C(=O)[O-]->[Sm+3],1.9,Sm,4,1,O,1
[H]C(=O)[O-]->[Sr+2],0.66,Sr,4,1,O,1
[H]C(=O)[O-]->[Tb+3],1.91,Tb,4,1,O,1
[H]C(=O)[O-]->[Th+4],4.31,Th,4,1,O,1
[H]C(=O)[O-]->[Tm+3],1.75,Tm,4,1,O,1
[H]C(=O)[O-]->[U+2],2.47,U,4,1,O,1
[H]C(=O)[O-]->[V+2],2.59,V,4,1,O,1
[H]C(=O)[O-]->[Y+3],1.79,Y,4,1,O,1
[H]C(=O)[O-]->[Yb+3],1.73,Yb,4,1,O,1
[H]C(=O)[O-]->[Zn+2],1.45,Zn,4,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Al+3],5.36,Al,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Ba+2],2.15,Ba,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Ca+2],2.19,Ca,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Cd+2],2.77,Cd,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Ce+3],4.02,Ce,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Co+2],2.53,Co,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Cu+2],3.66,Cu,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Dy+3],4.68,Dy,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Er+3],4.67,Er,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Eu+3],4.25,Eu,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Fe+2],2.44,Fe,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Fe+3],9.02,Fe,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Gd+3],4.85,Gd,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[La+3],4.44,La,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Lu+3],4.21,Lu,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Mg+2],2.29,Mg,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Mn+2],2.28,Mn,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Nd+3],4.28,Nd,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Ni+2],2.57,Ni,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Pb+2],3.77,Pb,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Pd+2],5.25,Pd,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Pu+2],4.31,Pu,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Sc+3],5.02,Sc,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Sr+2],2.13,Sr,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Th+4],8.79,Th,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[U+2],5.11,U,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[V+2],4.43,V,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Zn+2],2.96,Zn,9,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2],2.04,Ba,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2],1.88,Ca,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2],2.9,Cd,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Co+2],2.28,Co,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],3.34,Cu,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Dy+3],4.48,Dy,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Er+3],4.44,Er,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Eu+3],4.08,Eu,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Fe+3],8.89,Fe,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3],5.89,Gd,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[La+3],4.08,La,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3],4.51,Lu,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Mg+2],2.18,Mg,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Mn+2],2.17,Mn,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],2.5,Ni,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2],3.83,Pb,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Pr+3],4.52,Pr,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Sc+3],5.69,Sc,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Sm+3],4.59,Sm,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Sr+2],1.64,Sr,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Th+4],8.63,Th,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[U+2],4.72,U,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2],2.6,Zn,10,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2],1.89,Ba,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2],2.19,Ca,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2],2.79,Cd,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Co+2],2.27,Co,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],3.47,Cu,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Dy+3],4.39,Dy,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Er+3],4.38,Er,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Eu+3],3.94,Eu,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3],4.44,Gd,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[La+3],4.2,La,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3],4.4,Lu,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Nd+3],4.25,Nd,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],2.5,Ni,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2],3.69,Pb,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Sc+3],4.94,Sc,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Sm+3],4.54,Sm,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Th+4],7.65,Th,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[U+2],4.9,U,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2],2.64,Zn,11,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2],2.66,Cd,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Co+2],2.4,Co,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],3.11,Cu,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Mn+2],2.18,Mn,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],2.1,Ni,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2],3.52,Pb,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[U+2],4.96,U,12,1,O,1
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2],2.2,Zn,12,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ag+],0.55,Ag,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Al+3],2.48,Al,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Am+3],2.91,Am,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ba+2],0.98,Ba,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ca+2],1.12,Ca,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Cd+2],1.9,Cd,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ce+3],2.59,Ce,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Cm+3],3.02,Cm,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Co+2],1.32,Co,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Cr+2],1.83,Cr,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Cr+3],5.53,Cr,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Cu+2],2.27,Cu,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Dy+3],2.61,Dy,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Er+3],2.57,Er,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Eu+3],2.75,Eu,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Fe+2],2.41,Fe,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Fe+3],4.1,Fe,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Gd+3],2.75,Gd,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Hg+2],4.06,Hg,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ho+3],2.58,Ho,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[La+3],2.6,La,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Lu+3],2.62,Lu,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Mg+2],1.14,Mg,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Mn+2],1.25,Mn,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Nd+3],2.78,Nd,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Ni+2],1.31,Ni,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Pb+2],2.65,Pb,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Pd+2],5.23,Pd,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Pr+3],2.74,Pr,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Pu+2],2.72,Pu,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Pu+4],6.22,Pu,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Sc+3],3.98,Sc,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Sm+3],2.84,Sm,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Sr+2],1.13,Sr,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Tb+3],2.59,Tb,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Th+4],4.98,Th,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Tm+3],2.6,Tm,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[U+2],3.07,U,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[V+2],2.65,V,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Y+3],2.5,Y,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Yb+3],2.55,Yb,5,1,O,1
[H]C([H])([H])C(=O)[O-]->[Zn+2],1.52,Zn,5,1,O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Ag+]<-N1([H])[H],3.77,Ag,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Al+3]<-N1([H])[H],6.5,Al,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Cd+2]<-N1([H])[H],4.38,Cd,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Co+2]<-N1([H])[H],5.03,Co,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Cr+3]<-N1([H])[H],9.42,Cr,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Cu+2]<-N1([H])[H],8.56,Cu,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Fe+2]<-N1([H])[H],4.0,Fe,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Fe+3]<-N1([H])[H],10.72,Fe,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[La+3]<-N1([H])[H],4.4,La,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Mg+2]<-N1([H])[H],2.07,Mg,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Mn+2]<-N1([H])[H],3.16,Mn,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Ni+2]<-N1([H])[H],5.93,Ni,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Pb+2]<-N1([H])[H],5.11,Pb,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Pd+2]<-N1([H])[H],10.26,Pd,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Th+4]<-N1([H])[H],9.65,Th,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[U+2]<-N1([H])[H],7.99,U,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[V+2]<-N1([H])[H],7.37,V,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Y+3]<-N1([H])[H],5.46,Y,9,2,N+O,1
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C(=O)[O-]->[Zn+2]<-N1([H])[H],5.1,Zn,9,2,N+O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Al+3],2.66,Al,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2],0.78,Ba,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2],1.0,Ca,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Ce+3],2.79,Ce,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Co+2],1.6,Co,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Cr+3],5.6,Cr,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],2.47,Cu,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Dy+3],2.6,Dy,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Er+3],2.61,Er,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Eu+3],2.9,Eu,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Fe+3],4.37,Fe,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3],2.76,Gd,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Hg+2],4.53,Hg,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Ho+3],2.63,Ho,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[La+3],2.55,La,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3],2.67,Lu,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Mg+2],1.05,Mg,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Mn+2],1.92,Mn,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Nd+3],2.87,Nd,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],1.46,Ni,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2],2.49,Pb,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Pd+2],4.93,Pd,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Pr+3],2.79,Pr,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Sc+3],4.44,Sc,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Sm+3],2.89,Sm,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Sr+2],0.98,Sr,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Tb+3],2.67,Tb,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Th+4],5.16,Th,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Tm+3],2.58,Tm,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[U+2],3.37,U,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[V+2],2.52,V,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Y+3],2.55,Y,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Yb+3],2.6,Yb,6,1,O,1
[H]C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2],1.51,Zn,6,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Al+3],2.5,Al,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2],0.74,Ba,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2],0.76,Ca,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2],2.39,Cu,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Hg+2],4.18,Hg,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Mg+2],1.0,Mg,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Nd+3],2.71,Nd,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2],1.69,Ni,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2],2.75,Pb,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Pd+2],4.99,Pd,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Sr+2],0.53,Sr,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Th+4],5.12,Th,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[U+2],3.32,U,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[V+2],2.53,V,7,1,O,1
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2],1.55,Zn,7,1,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ba+2]<-[O-]C1=O,2.41,Ba,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ca+2]<-[O-]C1=O,2.55,Ca,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Cd+2]<-[O-]C1=O,3.44,Cd,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ce+3]<-[O-]C1=O,5.13,Ce,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Co+2]<-[O-]C1=O,3.15,Co,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Cu+2]<-[O-]C1=O,5.64,Cu,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Dy+3]<-[O-]C1=O,5.96,Dy,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Er+3]<-[O-]C1=O,6.01,Er,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Eu+3]<-[O-]C1=O,5.81,Eu,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Fe+3]<-[O-]C1=O,9.78,Fe,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Gd+3]<-[O-]C1=O,5.84,Gd,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ho+3]<-[O-]C1=O,5.98,Ho,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[La+3]<-[O-]C1=O,4.96,La,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Lu+3]<-[O-]C1=O,6.04,Lu,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Mg+2]<-[O-]C1=O,2.63,Mg,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Nd+3]<-[O-]C1=O,5.36,Nd,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ni+2]<-[O-]C1=O,3.27,Ni,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Pr+3]<-[O-]C1=O,5.26,Pr,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Sm+3]<-[O-]C1=O,5.68,Sm,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Tb+3]<-[O-]C1=O,5.98,Tb,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Tm+3]<-[O-]C1=O,6.05,Tm,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[U+2]<-[O-]C1=O,7.64,U,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Y+3]<-[O-]C1=O,5.95,Y,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Yb+3]<-[O-]C1=O,6.11,Yb,12,2,O,1
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Zn+2]<-[O-]C1=O,3.35,Zn,12,2,O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Cd+2]<-N1([H])[H],3.86,Cd,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Co+2]<-N1([H])[H],4.65,Co,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Cr+3]<-N1([H])[H],5.34,Cr,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Cu+2]<-N1([H])[H],8.57,Cu,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Fe+2]<-N1([H])[H],3.98,Fe,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[Fe+3]<-N1([H])[H],10.62,Fe,8,2,N+O,1
[H]C([H])([H])C([H])([H])C1([H])C(=O)[O-]->[La+3]<-N1([H])[H],4.94,La,8,2,N+O,1
