smiles,logK1,metal_type,n_atoms,n_dative_bonds,donor_elements,n_measurements
C[C@@H]1N->[Cu+2]<-N([C@@H](CC(=O)O)C(=O)O)C1=O,6.53,Cu,15,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@@H](CC(=O)OC(C)(C)C)C(=O)N[C@@H](CO)C(=O)NCC(=O)O)C1=O,4.78,Cu,29,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@@H](CCCNC(=N)N)C(=O)O)C1=O,5.005,Cu,18,2,N,2
C[C@@H]1N->[Cu+2]<-N([C@@H](CO)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)C1=O,9.15,Cu,47,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@@H](Cc2c[nH]cn2)C(=O)O)C1=O,8.92,Cu,17,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@@H](Cc2ccccc2)C(=O)N(CC(N)=O)C(c2ncc[nH]2)c2ncc[nH]2)C1=O,11.69,Cu,33,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@@H](Cc2ccccc2)C(=O)O)C1=O,5.2,Cu,18,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@H](C)C(=O)O)C1=O,5.6,Cu,12,2,N,1
C[C@@H]1N->[Cu+2]<-N([C@H](Cc2ccccc2)C(=O)O)C1=O,5.42,Cu,18,2,N,1
C[C@@H]1N->[Cu+2]<-N2(CCC[C@H]2C(=O)O)C1=O,6.09,Cu,14,2,N,1
C[C@@H]1N->[Cu+2]<-NC1=O,5.07,Cu,7,2,N,1
C[C@@H]1N->[Cu+2]<-N[C@@H]1C,10.629,Cu,7,2,N,2
C[C@@H]1N->[Cu+2]<-P(=O)(O)(O)[C@@H]1O,9.75,Cu,10,2,N+P,1
C[C@@H]1N->[Cu+2]<-P1(=O)(O)O,8.29,Cu,8,2,N+P,5
C[C@@H]1N->[Cu+2]<-n2ccccc21,9.07,Cu,10,2,N,1
C[C@@H]1N->[Hg+2]<-N[C@@H]1C,20.33,Hg,7,2,N,1
C[C@@H]1N->[Mg+2]<-P1(=O)(O)O,1.92,Mg,8,2,N+P,2
C[C@@H]1N->[Mn+2]<-N([C@H](C)C(=O)O)C1=O,1.9,Mn,12,2,N,1
C[C@@H]1N->[Mn+2]<-N2(CCC[C@H]2C(=O)O)C1=O,1.91,Mn,14,2,N,1
C[C@@H]1N->[Mn+2]<-N[C@@H]1C,2.64,Mn,7,2,N,1
C[C@@H]1N->[Mn+2]<-P1(=O)(O)O,3.5,Mn,8,2,N+P,1
C[C@@H]1N->[Ni+2]<-N(CC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)C1=O,5.48,Ni,28,2,N,1
C[C@@H]1N->[Ni+2]<-N(CC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)C1=O,5.57,Ni,25,2,N,1
C[C@@H]1N->[Ni+2]<-N(CP(=O)(O)O)C1=O,3.939,Ni,12,2,N,1
C[C@@H]1N->[Ni+2]<-N([C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)C1=O,5.44,Ni,28,2,N,1
C[C@@H]1N->[Ni+2]<-N([C@@H](C)C(=O)O)C1=O,3.51,Ni,12,2,N,1
C[C@@H]1N->[Ni+2]<-N([C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)O)C1=O,3.66,Ni,25,2,N,1
C[C@@H]1N->[Ni+2]<-N([C@@H](CCCNC(=N)N)C(=O)O)C1=O,4.66,Ni,18,2,N,1
C[C@@H]1N->[Ni+2]<-N2(CCC[C@H]2C(=O)O)C1=O,3.93,Ni,14,2,N,1
C[C@@H]1N->[Ni+2]<-NC1=O,3.18,Ni,7,2,N,1
C[C@@H]1N->[Ni+2]<-N[C@@H]1C,6.884,Ni,7,2,N,2
C[C@@H]1N->[Ni+2]<-N[C@H](C)P(=O)(O)OC1=O,3.956,Ni,13,2,N,1
C[C@@H]1N->[Ni+2]<-P1(=O)(O)O,5.3,Ni,8,2,N+P,2
C[C@@H]1N->[Ni+2]<-n2ccccc21,6.91,Ni,10,2,N,1
C[C@@H]1N->[Pb+2]<-N[C@@H]1C,5.45,Pb,7,2,N,1
C[C@@H]1N->[Zn+2]<-N(CP(=O)(O)O)C1=O,3.817,Zn,12,2,N,1
C[C@@H]1N->[Zn+2]<-N([C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)C1=O,3.77,Zn,28,2,N,1
C[C@@H]1N->[Zn+2]<-N([C@@H](Cc2c[nH]cn2)C(=O)O)C1=O,3.5,Zn,17,2,N,1
C[C@@H]1N->[Zn+2]<-N2(CCC[C@H]2C(=O)O)C1=O,3.28,Zn,14,2,N,1
C[C@@H]1N->[Zn+2]<-N[C@@H]1C,5.45,Zn,7,2,N,1
C[C@@H]1N->[Zn+2]<-N[C@H](C)P(=O)(O)OC1=O,4.22,Zn,13,2,N,1
C[C@@H]1N->[Zn+2]<-P(=O)(O)(O)[C@@H]1O,6.45,Zn,10,2,N+P,1
C[C@@H]1N->[Zn+2]<-P1(=O)(O)O,5.67,Zn,8,2,N+P,3
C[C@@H]1N->[Zn+2]<-n2ccccc21,4.96,Zn,10,2,N,1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O->[Co+2])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,8.23,Co,44,1,O,1
C[C@@H]1[C@@H]2CC[C@@H](N)[C@@H](O[C@H]3[C@H](O)[C@@H](O[C@H]4OC[C@](C)(O)[C@@H]([C@H]4O)N(C)->[Cu+2]<-N1C)[C@H](N)C[C@@H]3N)O2,8.93,Cu,34,2,N,1
C[C@@]1(C(=O)O)CCC(O)=O->[Cu+2]<-N1C(=O)c1ccccc1,2.2,Cu,20,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Ca+2]<-O=C1O,1.82,Ca,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Co+2]<-O=C1O,5.28,Co,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Cu+2]<-O=C1O,9.59,Cu,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Mg+2]<-O=C1O,2.36,Mg,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Mn+2]<-O=C1O,3.65,Mn,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Ni+2]<-O=C1O,6.26,Ni,13,2,N+O,1
C[C@@]1(COP(=O)(O)O)N->[Zn+2]<-O=C1O,5.93,Zn,13,2,N+O,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ba+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,3.07,Ba,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ca+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,5.94,Ca,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cd+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,3.1,Cd,34,2,N,3
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Co+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,8.24,Co,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cu+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,10.686,Cu,34,2,N,3
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mg+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,4.68,Mg,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,5.78,Mn,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ni+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,8.87,Ni,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Pb+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,3.62,Pb,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Sr+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,3.81,Sr,34,2,N,1
C[C@@]1(O)c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Zn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3CC21,7.09,Zn,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[AlH+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,12.5,Al,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ba+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,3.56,Ba,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ca+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,6.765,Ca,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ca+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,4.92,Ca,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cd+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,4.22,Cd,33,2,N,4
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cd+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,4.81,Cd,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Co+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,9.22,Co,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Co+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,8.02,Co,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cr+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,9.0,Cr,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cu+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,8.6,Cu,33,2,N,3
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Cu+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,11.85,Cu,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Eu+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,3.85,Eu,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Fe+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,13.4,Fe,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Hg+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,6.5,Hg,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mg+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,6.91,Mg,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mg+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,5.19,Mg,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,4.985,Mn,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Mn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,5.76,Mn,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ni+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,9.75,Ni,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Ni+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,8.5,Ni,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Pb+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,6.055,Pb,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Sr+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,5.59,Sr,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Sr+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,3.99,Sr,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Tb+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,4.0,Tb,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Tm+3]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,4.65,Tm,33,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Zn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3C[C@@H]21,5.725,Zn,33,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C4=C(O)N->[Zn+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,6.69,Zn,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C4C(=O)N->[Ca+2]<-N(C)(C)[C@@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,5.6,Ca,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C4C(=O)N->[Ca+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,4.462,Ca,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C4C(=O)N->[Cd+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,5.51,Cd,34,2,N,2
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C4C(=O)N->[Mg+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,4.874,Mg,34,2,N,1
C[C@@]1(O)c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C4C(=O)N->[Pb+2]<-N(C)(C)[C@H](C4=O)[C@@H]3[C@@H](O)[C@@H]21,10.06,Pb,34,2,N,2
C[C@H](C(=O)O)N1->[Cu+2]<-N2CCC[C@H]2C1=O,6.48,Cu,14,2,N,1
C[C@H](C(=O)O)N1->[Cu+2]<-N[C@@H](CCCNC(=N)N)C1=O,5.32,Cu,18,2,N,1
C[C@H](C(=O)O)N1->[Cu+2]<-N[C@@H](Cc2ccc(O)cc2)C1=O,11.22,Cu,19,2,N,1
C[C@H](C(=O)O)N1->[Ni+2]<-N2CCC[C@H]2C1=O,4.44,Ni,14,2,N,1
C[C@H](C(=O)O)N1->[Ni+2]<-N[C@@H](CCCNC(=N)N)C1=O,4.8,Ni,18,2,N,1
C[C@H](C(N)=O)N1->[Cu+2]<-N[C@@H](CC(=O)O)C1=O,5.946,Cu,15,2,N,1
C[C@H](CS)C1=O->[Cd+2]<-N12CCC[C@H]2C(=O)O,6.26,Cd,15,2,N+O,1
C[C@H](CS)C1=O->[Pb+2]<-N12CCC[C@H]2C(=O)O,9.53,Pb,15,2,N+O,1
C[C@H](CS)C1=O->[Zn+2]<-N12CCC[C@H]2C(=O)O,5.38,Zn,15,2,N+O,1
C[C@H](N)C(=O)NCCCN1->[Cu+2]<-N[C@@H](C)C1=O,7.47,Cu,16,2,N,1
C[C@H](N)C(=O)NCCN1->[Cu+2]<-N[C@@H](C)C1=O,7.445,Cu,15,2,N,2
C[C@H](N)C(=O)NCCN1->[Ni+2]<-N[C@@H](C)C1=O,4.52,Ni,15,2,N,1
C[C@H](NC(=O)C(CC(=O)O)NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,5.36,Cu,25,2,N,1
C[C@H](NC(=O)C(CC(=O)O)NC(=O)[C@H](C)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,3.91,Ni,25,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Cd+2]<-N(C)C(=O)[C@@H]1Cc1c[nH]cn1,3.66,Cd,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Cd+2]<-N(C)[C@@H](Cc2cnc[nH]2)C1=O,3.66,Cd,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Cu+2]<-N(C)C(=O)[C@@H]1Cc1c[nH]cn1,7.4,Cu,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Cu+2]<-N(C)[C@@H](Cc2cnc[nH]2)C1=O,8.39,Cu,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Cu+2]<-N([C@@H](C)C(=O)O)C(=O)[C@@H]1C,6.04,Cu,25,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Ni+2]<-N(C)C(=O)[C@@H]1Cc1c[nH]cn1,8.57,Ni,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Ni+2]<-N(C)[C@@H](Cc2cnc[nH]2)C1=O,5.5,Ni,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Ni+2]<-N([C@@H](C)C(=O)O)C(=O)[C@@H]1C,4.84,Ni,25,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Zn+2]<-N(C)C(=O)[C@@H]1Cc1c[nH]cn1,4.17,Zn,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N1->[Zn+2]<-N(C)[C@@H](Cc2cnc[nH]2)C1=O,4.46,Zn,26,2,N,2
C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N1->[Cu+2]<-N([C@@H](C)C(=O)O)C(=O)[C@@H]1C,5.37,Cu,26,2,N,1
C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N1->[Ni+2]<-N([C@@H](C)C(=O)O)C(=O)[C@@H]1C,3.7,Ni,26,2,N,1
C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N1->[Cu+2]<-N([C@@H](C)C(=O)O)C(=O)[C@@H]1C,5.59,Cu,24,2,N,1
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,5.33,Cu,24,2,N,1
C[C@H](NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)N1CCC[C@H]1C(=O)O,5.27,Cu,24,2,N,1
C[C@H](NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)O,5.46,Cu,25,2,N,1
C[C@H](NC(=O)[C@H](C)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)O,3.8,Ni,25,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN12->[Cu+2]<-N[C@@H](C)C2=O)C(=O)O,5.01,Cu,24,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,4.77,Cu,22,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,3.06,Ni,22,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(N)=O,4.93,Cu,27,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,6.27,Cu,25,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,3.51,Ni,25,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,5.15,Cu,26,2,N,1
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,4.01,Ni,26,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)O,7.11,Cu,28,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)O,4.03,Ni,28,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)N1->[Zn+2]<-N[C@@H](C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)O,3.84,Zn,28,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,5.36,Cu,25,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,6.98,Cu,28,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,4.21,Ni,28,2,N,1
C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)N1->[Zn+2]<-N[C@@H](C)C1=O)C(=O)O,3.69,Zn,28,2,N,1
C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N1->[Cu+2]<-N[C@@H](C)C1=O)C(=O)O,5.59,Cu,26,2,N,1
C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N1->[Ni+2]<-N[C@@H](C)C1=O)C(=O)O,3.69,Ni,26,2,N,1
C[C@H](O)C(O)=O->[AlH2+3],2.38,Al,7,1,O,3
C[C@H](O)C(O)=O->[Am+3],2.5,Am,7,1,O,2
C[C@H](O)C(O)=O->[Ca+2],0.985,Ca,7,1,O,4
C[C@H](O)C(O)=O->[Cd+2],1.265,Cd,7,1,O,4
C[C@H](O)C(O)=O->[Ce+3],2.756,Ce,7,1,O,7
C[C@H](O)C(O)=O->[Cm+3],2.59,Cm,7,1,O,1
C[C@H](O)C(O)=O->[Co+2],1.39,Co,7,1,O,7
C[C@H](O)C(O)=O->[Cr+2],3.3,Cr,7,1,O,1
C[C@H](O)C(O)=O->[Cu+2],2.52,Cu,7,1,O,9
C[C@H](O)C(O)=O->[Dy+3],3.009,Dy,7,1,O,3
C[C@H](O)C(O)=O->[Er+3],3.012,Er,7,1,O,4
C[C@H](O)C(O)=O->[Eu+3],2.55,Eu,7,1,O,5
C[C@H](O)C(O)=O->[Gd+3],2.892,Gd,7,1,O,5
C[C@H](O)C(O)=O->[Hf+4],5.61,Hf,7,1,O,1
C[C@H](O)C(O)=O->[Hg+2],3.51,Hg,7,1,O,1
C[C@H](O)C(O)=O->[Ho+3],2.725,Ho,7,1,O,4
C[C@H](O)C(O)=O->[La+3],3.68,La,7,1,O,5
C[C@H](O)C(O)=O->[Lu+3],3.273,Lu,7,1,O,3
C[C@H](O)C(O)=O->[Mg+2],0.93,Mg,7,1,O,3
C[C@H](O)C(O)=O->[Mn+2],0.92,Mn,7,1,O,1
C[C@H](O)C(O)=O->[Nd+3],2.76,Nd,7,1,O,8
C[C@H](O)C(O)=O->[Ni+2],1.71,Ni,7,1,O,7
C[C@H](O)C(O)=O->[PbH+2],2.06,Pb,7,1,O,9
C[C@H](O)C(O)=O->[Pd+2],3.79,Pd,7,1,O,1
C[C@H](O)C(O)=O->[Pm+3],2.485,Pm,7,1,O,2
C[C@H](O)C(O)=O->[Pr+3],2.77,Pr,7,1,O,8
C[C@H](O)C(O)=O->[Sc+3],3.77,Sc,7,1,O,1
C[C@H](O)C(O)=O->[Sm+3],2.88,Sm,7,1,O,7
C[C@H](O)C(O)=O->[Sn+4],2.9,Sn,7,1,O,1
C[C@H](O)C(O)=O->[Tb+3],2.65,Tb,7,1,O,3
C[C@H](O)C(O)=O->[Th+4],4.16,Th,7,1,O,3
C[C@H](O)C(O)=O->[Tm+3],3.055,Tm,7,1,O,2
C[C@H](O)C(O)=O->[U+4],4.4,U,7,1,O,1
C[C@H](O)C(O)=O->[Y+3],2.815,Y,7,1,O,4
C[C@H](O)C(O)=O->[Yb+3],3.03,Yb,7,1,O,3
C[C@H](O)C(O)=O->[Zn+2],1.67,Zn,7,1,O,3
C[C@H]1C(=O)N(CC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)O)->[Cu+2]<-N1C(=O)OC(C)(C)C,4.97,Cu,32,2,N,1
C[C@H]1C(=O)N(CC(=O)O)->[Cu+2]<-N1Cc1ccccc1,4.51,Cu,18,2,N,1
C[C@H]1C(=O)N([C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)O)->[Cu+2]<-N1C(=O)[C@@H](N)CC(=O)O,6.83,Cu,28,2,N,1
C[C@H]1C(=O)N([C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)O)->[Ni+2]<-N1C(=O)[C@@H](N)CC(=O)O,5.78,Ni,28,2,N,1
